,id,name,description,address,area,beds,baths,price,Price category,town,squareFeet,lotSize,type,yearBuilt,lastRenovated,dateListed,status,Appliances,Exterior Features,furnished,basement,fireplaceFeatures,heating,laundryFeatures,parkingFeatures,sewer,waterSource,listingAgent/name,listingAgent/phoneNumber,listingAgent/email,listingAgent/linkMlsId,listingAgency/name,listingAgency/phoneNumber,listingAgency/faxNumber,listingAgency/email,location/latitude,location/longitude
33,40293,"47 Carl Lairs Lane, Vineyard Haven MA 02568","Large Family?  Employee Housing?  This Fixer Upper has what you need.  Great space!  3 levels to spread out and enjoy.  Bring your imagination and capable friends or family to help make this terrific home reach it's full potential.  Perched on a knoll with a newly issued Cert of Occupancy for 5 bedrooms  Almost an acre of land just outside of town on a cul d sac. Central AC on the 1st floor. Plus 3 bedrooms which includes the Master Bedroom en suite with walk in closet.  Kitchen has granite counters and custom cabinets. Pellet Stove and propane heat and on demand Hot Water heater.  Garage plus Semi-Finished Walk Out basement is roomy and convenient.  Beautiful expansive yard, a short walk or bike ride to town and ferry.  
Septic has failed and will be Buyer's responsibility.  Home is being sold AS IS.
Please no drive bys. Home is occupied and the turnaround is on the property.  48 hour notice.","47 Carl Lairs Lane, Vineyard Haven MA 02568",,5,3,1950000,5,Vineyard Haven,2756,0.7969,Single Family Residence,2002,,2022-11-16T09:46:49.353Z,Active,Stove,Deck,Unfurnished,Yes - Paritally Finished,,GFHW,,Plentiful,Septic Tank,Town,Martha Smith,508-328-6555,islandmvrealestate@gmail.com,20957,Jane Brown Assoc.,508-627-4741,508-627-7756,info@jbrownassociates.com,41.441651,-70.608178
34,40305,"18 Lagoon Avenue, Vineyard Haven MA 02568","Bring your vision to restore this quaint, three bedroom ranch style home. Located in an established neighborhood just a few miles from Main Street, this property is right off the bike path and bus route. Sited on a nice lot that offers privacy and a variety of mature plantings, there are so many possibilities to make this house your home. Comfortable living spaces, large deck, full walk out basement. Please see attached mold disclosure. Passed Title 5 3 bedroom system","18 Lagoon Avenue, Vineyard Haven MA 02568",Lagoon,3,1.5,899000,5,Vineyard Haven,1176,0.43,Single Family Residence,1968,,2022-11-19T18:37:18.210Z,Pending,,"Deck, Public Beach",Unfurnished,Full walk-out basement with amazing potential,no,Electric,,Driveway - 3 cars,Septic Tank,Town,Sheila Morse,508-627-0715,sales@islandrealestatemv.com,21089,Island Real Estate,508-693-4800,508-693-7540,islandre@vineyard.net,41.438837,-70.607388
35,40319,"75 South Water Street, Edgartown MA 02539","Historically known as the Parsonage, this elegant, Federal-style residence dates to the early 1820's and directly overlooks Edgartown harbor, Chappaquiddick and Katama Bay. Sited at a commanding elevation on an uncommonly large in-town lot, the sweeping harbor views are effortlessly captured throughout the home's graceful living spaces. Soaring ceilings and original wide-plank pine floors make the interior remarkably clean, bright and airy while original woodwork and wide fireplaces evoke the home's storied history. The expansive lawn slopes gently down to a private beach, where the bustle of the harbor can be enjoyed up close. This stately property has been treasured for decades and presents the next owners the chance to create one of the finest legacy residences on Edgartown harbor.","75 South Water Street, Edgartown MA 02539",Downtown,5,3,9995000,5,Edgartown,2612,0.52,Single Family Residence,1832,2012,2022-11-29T12:53:26.913Z,Active Under Contract,Stove,"Private Beach, Water Views, Porch",Unfurnished,Partial basement with furnace,3,OFHA,,,Twn,Town,Rose Ryley,508-737-7068,rose@sandpiperrealty.com,35343,Sandpiper Realty,508-627-3737,508-627-7014,info@sandpiperrealty.com,41.387242,-70.514198
36,40327,"28 Rogers Way, Oak Bluffs MA 02557","Rogers Way offers close proximity to the center of town, school, beaches, and bike paths. This quiet location, with attractive homes, is convenient to everything that Oak Bluffs has to offer. One of the last vacant lots in this area. This property includes an installed three bedroom Title V septic system.","28 Rogers Way, Oak Bluffs MA 02557",Central,0,0,525000,5,Oak Bluffs,,0.23,Unimproved Land,,,2022-12-01T15:16:32.340Z,Pending,,,,,,,,,Septic Tank,Town,Neal Stiller,508-360-7962,nealstiller@yahoo.com,21027,Cronigs Real Estate,508-693-0394,508-693-9185,peter.cronig@verizon.net,41.451683,-70.571845
37,40329,"0 Bernard Circle, Vineyard Haven MA 02568","This conforming, buildable lot in the center of Vineyard Haven provides an opportunity to construct your starter home or rental investment property.  An engineered plan is in the works.  Based on current zoning bylaws, a buyer can have as many bedrooms as can fit within house floor plans and within the property setback lines of 20' from the front and rear, and 10' from the side.  Max building height is 35'.  In Vineyard Haven, a septic design can not be presented without floor plans.  Located at the bend in the road, this parcel is nestled into the neighborhood and could be the right location for your next project.","0 Bernard Circle, Vineyard Haven MA 02568",Central,0,0,479000,5,Vineyard Haven,,0.34,Unimproved Land,,,2022-12-02T11:49:01.040Z,Active,,,,,,,,,Septic Tank,Town,Cheri Mason,203-246-8274,cam@mvlandvest.com,38772,Landvest MV,508-627-3757,508-627-8617,info@landvest.com,41.465613,-70.603951
38,40349,"131 North Water Street, Edgartown MA 02539","UNPARALLELED LUXURY AWAITS AT THE HARBOR VIEW CAPTAIN’S COTTAGES - Near the end of North Water Street, overlooking Edgartown’s picturesque harbor and steps from the iconic lighthouse, sits the most storied hotel on Martha’s Vineyard. The legendary Harbor View Hotel has been a mainstay for all to gather for generations. Built in 1891 and after a top to bottom restoration in 2018 and extensive modernization again in 2021, this charming and sophisticated resort is offering the opportunity of fully managed residences with deeded ownership providing the splendor of Vineyard homeownership without the worry of maintenance and property management. Sprinkled across the property, the Harbor View Captain’s Cottages provide all of the hotel’s refined amenities. This oversized 1-Bedroom, 1-Bath first floor residence is located in the Captain Collins Cottage and features fresh and inviting spaces with furnishings that evoke Vineyard style and life lived near the sea. The expansive living room has a pull out couch for extra guests and a big bay window to let the sunshine in. Enjoy morning coffee on the front porch before a day lounging at the pool and cabanas. Have the Concierge book a tee time or pack a picnic for your afternoon relaxing with a book at Lighthouse Beach. Gather for sunset cocktails before dining at the hotel’s award winning Bettini Restaurant, while the Chef prepares your favorite meal. Bicycle or stroll around Edgartown Village and enjoy the many art galleries, shops and restaurants surrounded by the beauty and historic charm of the village. Ownership at the Harbor View Captain’s Cottages has been thoroughly contemplated to offer the finest service and unsurpassed experiences for Vineyard lovers of all ages. Owners enjoy a myriad of benefits including dining and lodging discounts at the hotel. There is also a fully managed rental program available for when owners are not in residence. The Harbor View Captain’s Cottages offer easy and carefree second home ownership with the opportunity for idyllic in-town living.","131 North Water Street, Edgartown MA 02539",Downtown,1,1,1145000,5,Edgartown,514,0,Condominium,2011,2020,2022-12-10T10:18:35.923Z,Active,,"Garden, Porch, Community Pool, Gym, Public Beach",Furnished,There is a private storage locker located on the basement level.,Gas Fireplace,GFHA,,Hotel Parking Lot or On-Street Parking,Twn,Town,Kim Naylor,203-247-1852,kim.naylor@compass.com,52889,Compass | Point B,508-627-4567,508-627-4567,wendy.harman@compass.com,41.392759,-70.506571
39,40351,"131 North Water Street, Edgartown MA 02539","UNPARALLELED LUXURY AWAITS AT THE HARBOR VIEW CAPTAIN’S COTTAGES - Near the end of North Water Street, overlooking Edgartown’s picturesque harbor and steps from the iconic lighthouse, sits the most storied hotel on Martha’s Vineyard. The legendary Harbor View Hotel has been a mainstay for all to gather for generations. Built in 1891 and after a top to bottom restoration in 2018 and extensive modernization again in 2021, this charming and sophisticated resort is offering the opportunity of fully managed residences with deeded ownership providing the splendor of Vineyard homeownership without the worry of maintenance and property management. Sprinkled across the property, the Harbor View Captain’s Cottages provide all of the hotel’s refined amenities. This all encompassing 2-Bedroom, 2-Bath second floor residence is located in the Captain Osborne Cottage and features fresh and inviting spaces with furnishings that evoke Vineyard style and life lived near the sea. There is even a private outdoor shower and deck right off the primary bedroom! Enjoy morning coffee on the front porch of your cottage enjoying the beautiful gardens, before a day lounging at the pool and cabanas. Have the Concierge book a tee time or pack a picnic for your afternoon relaxing with a book at Lighthouse Beach. Gather for sunset cocktails before dining at the hotel’s award winning Bettini Restaurant, while the Chef prepares your favorite meal. Bicycle or stroll around Edgartown Village and enjoy the many art galleries, shops and restaurants surrounded by the beauty and historic charm of the village. Ownership at the Harbor View Captain’s Cottages has been thoroughly contemplated to offer the finest service and unsurpassed experiences for Vineyard lovers of all ages. Owners enjoy a myriad of benefits including dining and lodging discounts at the hotel. There is also a fully managed rental program available for when owners are not in residence. The Harbor View Captain’s Cottages offer easy and carefree second home ownership with the opportunity for idyllic in-town living.","131 North Water Street, Edgartown MA 02539",Downtown,2,2,2510000,5,Edgartown,862,0,Condominium,2011,2021,2022-12-10T15:12:26.870Z,Active,,"Public Beach, Community Pool, Porch, Gym, Cov ",Furnished,There is a private storage locker located on the basement level.,No,GFHA,,Parking Available In Hotel Parking Lot or On-Street,Twn,Town,Kim Naylor,203-247-1852,kim.naylor@compass.com,52889,Compass | Point B,508-627-4567,508-627-4567,wendy.harman@compass.com,41.392759,-70.506571
40,40343,"50 South Road, Chilmark MA 02535","Authentic and lovely Vineyard homestead on over 6 acres with hedgerow borders and stone walls, this is a special and storied piece of island history. The sweeping views over farm fields are stunning, filling the windows with light and the beauty of this natural rural landscape as it has been for hundreds of years. The 1700s post and beam home was originally a ""high double house"" and became a three-quarter house with an ell in the 1800s. It retains some original features like wainscoting and ancient wide plank floors. The sturdy barn, which was moved to the property in the early 1900s, is ready for it's next chapter as a work barn again, rec space, studio or entertaining spot. This antique Chilmark home awaits its rejuvenation. The property can support an additional house. Property is being sold AS IS.","50 South Road, Chilmark MA 02535",South,5,3,2695000,5,Chilmark,2427,6.4,Single Family Residence,1729,,2022-12-10T09:27:54.167Z,Active,Stove,Public Beach,Unfurnished,Partial full (5') under original house,4,PMonitor,,Yes,Cesspool,Well,Meg Bodnar,508-221-2782,meg@tealaneassociates.com,20878,Tea Lane Associates,508-696-9999,508-696-9929,office@tealaneassociates.com,41.372576,-70.682205
41,40404,"5 Windsor Drive, Edgartown MA 02539","This three-bedroom two bath home in Westminster Acres packs a big punch! An open floor plan with easy access to an oversized deck enhances and extends the light-filled living area. The detached office, the most recent improvement, offers an additional 170sf of finished space, ideal for those looking for a quiet retreat. Convenient to all down island amenities, with Edgartown Village and the bustle of downtown Oak Bluffs just a short distance away, the location will be enjoyed and appreciated. An oversized yard, outdoor shower, and garden shed round out this lovely offering.","5 Windsor Drive, Edgartown MA 02539",Central,3,2,955000,5,Edgartown,1038,0.5127,Single Family Residence,1979,2015,2023-01-09T12:38:24.100Z,Pending,Stove,"Deck, Public Beach, Cov",Unfurnished,Crawl Space,0,PMonitor,,Yes,Septic Tank,Town,Katherine Donahue,203.988.1833,donahue@sandpiperrealty.com,31151,Sandpiper Realty,508-627-3737,508-627-7014,info@sandpiperrealty.com,41.410339,-70.573507
42,40441,"77 Twentieth Street South, Edgartown MA 02539","INCREDIBLE VALUE IN EDGARTOWN- Nicely sited at the end of the lane adjacent to the Pennywise Path Preserve and Vineyard Golf trails, this considerable three-bedroom, open floor plan, farmhouse-style Cape will delight year-round buyers and investors alike. The farmer's porch extends the entire length of the home, offering space to relax as well as a magnificent view of the sunset. The rear deck area is perfect for entertaining, sunbathing, or simply relaxing. All three bedrooms and both full baths are incredibly spacious. The finished space in the lower level, which is not reflected in the square footage, is an excellent area for an office, exercise suite, and/or playroom. The new 3 BR septic is located on the additional 3000 square foot lot. (Map 11 Lot 26). Bring your vision and commitment to making this house a home again. Please note the property is being offered ""as is.""","77 Twentieth Street South, Edgartown MA 02539",Central,3,2,1025000,5,Edgartown,1764,0.3305,Single Family Residence,1998,,2023-01-22T12:50:48.093Z,Active Under Contract,Washer,"Public Beach, Deck, Hot Tub, Porch",Unfurnished,Full basement finished into one private room and two open studio/workout rooms. Additional storage and utility room.,0,GFHA,,2 Cars,Septic Tank,Well,Leslie C. Floyd 508-221-4643,508-221-4643,leslie@portfoliopropertiesmv.com,31033,"Portfolio Real Estate, Inc.",508-221-4643,,lesliepremv@gmail.com,41.402259,-70.562445
43,40449,"88 Hopps Farm Road, West Tisbury MA 02575","West Tisbury- Pleasantly located near the end of a well maintained private road you will find this 3 bedroom 2 bath single story home set on 2.37 acres in a quite area of West Tisbury. Not far from Lambert's Cove Beach and abutting the nearly 2,500 acres of State Forest land. This home is perfect for you if you are looking for privacy and convenience. With close proximity to all that North and West Tisbury have to offer; Summer Markets, the Library, Alley's General Store, Galleries, & Farms Stands, as well as easy access to both up and down Island towns there won't be a shortage of activities to choose from. Or if solitude is what you are needing, hop onto the bike path just out your front door and enjoy miles of trails and throughways. The house itself offers a generous, open floor plan with a central living, dining & entertaining areal area and two separate sleeping wings with sizeable bedrooms and baths. With it's traditional ranch layout of nearly 1500 sqft it is a wonderful space for entertaining and gathering. Enter through the main doorway to an open concept living area with an easy flow into the dining room & kitchen. There is a well placed owners entry off the kitchen as well with a laundry room and or additional storage space. From the living room access the spacious Primary Bedroom with plenty of closet space and en suite bath. On the West side of the living area off of the dining space you will find the other two bedrooms (one currently is being used as an office) and shared full bath. In addition you will be pleasantly surprised with the lower level bonus space & workshop, offering plenty of opportunity to utilize and make it your own, as well as two additional out buildings at the far end of this lovely large lot.","88 Hopps Farm Road, West Tisbury MA 02575",Central,3,2,1500000,5,West Tisbury,1464,2.37,Single Family Residence,1992,,2023-01-24T23:36:29.040Z,Active,Stove,"Deck, Garden, Public Beach",Unfurnished,Full,,Electric,,yes,Septic Tank,Well,Emma Kiley Bryant,774-563-8043,emmabryant@todayrealestate.com,55931,Landmarks at TODAY Real Estate,508-568-8100,,,41.412501,-70.644613
44,40466,"129 Lagoon Avenue, Vineyard Haven MA 02568","A delightful sunny 3 bedroom cape with a fully equipped kitchen is waiting for your new ownership.  Wide pine floors, nautical touches, gas fireplace for cooler nights, mini-splits with heat/ AC and the home comes furnished plus décor items.  The location allows you to enjoy access to the water as well as town amenities.  This home has added many new features including new front and back decking to name a couple.  Currently rented until November 2023, the $5500 per month income will allow you to own a Vineyard home during these changing times.  Easy to show on Wednesdays, Saturday and Sunday with little notice. Come and take a look at your next home with a fantastic price.","129 Lagoon Avenue, Vineyard Haven MA 02568",Lagoon,3,1.5,995000,5,Vineyard Haven,1152,0.1193,Single Family Residence,1983,2021,2023-01-28T12:08:29.970Z,Pending,Washer,"Public Beach, Water Views, Deck ",Furnished,crawl,1,Heat Pump,,2,Septic Tank,Town,Hope O'Brien,508-332-8390,hope.obrien@compass.com,41283,Compass LLC,,,,41.437935,-70.603298
45,39918,"2 Somerset Lane, Edgartown MA 02539","REIMAGINED ISLAND LIVING AT SOMERSET. Construction is underway with a targeted completion date of June, 2023! Welcome to Somerset, an exclusive five-home luxury enclave perfectly located between Edgartown Village and South Beach -- and developed by Stanmar, owners of the Winnetu Oceanside Resort. Thoughtfully designed by noted architect Dudley Cannada, each home will be perfectly designed for indoor-outdoor summer living and entertaining, peaceful relaxation, working from home --   and will feature comfortable spaces conducive to hosting and entertaining family and friends. The home sites have been designed to maximize outdoor living and entertaining around a spacious and private yard with expansive lawns and room for an in-ground pool, pool house/cabana and outdoor fire pit. The beautifully designed interiors will feature a fresh coastal style and will evoke a sense of casual island living and barefoot elegance. **ABOUT THIS HOME: This smartly-designed luxury residence will include 3,311-square feet of finished interior living space with an additional 532 square feet of outdoor living spaces, including a spacious covered portico and second-floor screened porch -- for a combined total of over 3,800 square feet. Somerset offers a one-of-a-kind opportunity to own in premiere Katama location, with easy access to Edgartown Village, The Field Club -- as well as the bicycle path and South Beach.","2 Somerset Lane, Edgartown MA 02539",Katama,3,4,4695000,5,Edgartown,3311,0.53,Single Family Residence,2023,,2022-07-24T20:44:12.047Z,Active,,"Porch, Cov, Public Beach, Screen Porch",Unfurnished,The property will have a full unfinished basement.,Wood-Burning Fireplace in Living Room,GFHA,,Off-Street Parking + 2-Car Garage,Septic Tank,Town,Wendy Harman,774-549-5968,wendy.harman@compass.com,21070,Compass | Point B,508-627-4567,508-627-4567,wendy.harman@compass.com,41.370376,-70.514004
46,39929,"99 Hammett Road, Chilmark MA 02535","Colonial style home built in 2007 that boasts 4 bedrooms and 5 full and 1 half bath totaling just over 2400 sqt ft. of living.   Located in the highly desirable 335 acre Spring Point community with 38 home sites with 125 acres of common land, 3/4 mile of private beach, 2 tennis courts and endless dirt roads and trails.  A distant, second story water view could likely be improved.  
Massachusetts Estate rules apply. Buyer will be given a 5 -day opportunity to respond to any 3rd party Offer. Property being sold ""AS IS"".
Performance by Seller is contingent upon Seller obtaining a license to Sell from the Dukes County Probate Court","99 Hammett Road, Chilmark MA 02535",North,4,5.5,1800000,5,Chilmark,2405,3.8,Single Family Residence,2007,,2022-07-27T15:06:32.713Z,Active,,"Porch, Deck, Association Beach, Tennis Court, Deeded Beach, Cov",Unfurnished,,1,GFHW,,Plenty,Septic Tank,Well,Julianna Flanders,,julie@flandersrealestate.net,20847,Flanders Real Estate,508-645-2632,508-645-3346,flanders@flandersrealestate.net,41.385116,-70.734897
47,39945,"5 Holly Bear Lane, Edgartown MA 02539","Recently purchased 4 lots off Holly Bear Land. This lot #2, but all 4 are available. Each lot will have a 4 bedroom septic permit approved. Town water available to each lot, and electricity. There is a $250 annual membership in the Holly Bear Lane Road Association required, and Owner may record house design covenants on these 4 lots prior to a P&S being executed. Broker has a partial ownership interest in property. Broker is also a builder and can give a land/house package price. Note: $3,189,000 new spec home now on market being built just across the Street.","5 Holly Bear Lane, Edgartown MA 02539",Central,0,0,829000,5,Edgartown,0,0.5003,Unimproved Land,0,0,2022-08-01T13:39:32.800Z,Active,,,,,,,,,Septic Tank,Town,Paul Adler,508-627-0020,blackdog@vineyard.net,21067,Nab's Corner,508-645-3462,508-645-2236,blackdog@vineyard.net,41.399193,-70.545944
48,40127,"63 Division Road, Edgartown MA 02539","One of the last lots available in this newly created 5-lot Edgartown subdivision! This group of residences will feature over-sized lots with utilities in place. Division Road is located between Meshacket and Meetinghouse Way, less than 1 mile from the center of town. This concept was thoughtfully and creatively developed in an effort to create a new and upcoming neighborhood. The properties will be able to accommodate up to 7 bedrooms, and offer the opportunity to create your own family compound including all of the popular requests such as garage, pool and pool house. The Seller will be improving the area and implementing professional landscaping, entry ways and fencing. Construction has already begun on Lot 1, and Lot 2 will be underway shortly. Lot 4, which is 1.57-acres, is currently being offered and is ready for your design concept.","63 Division Road, Edgartown MA 02539",Katama,0,0,1865000,5,Edgartown,,1.57,Unimproved Land,,,2022-09-20T15:21:34.767Z,Active,,,,,,,,,Twn,Town,Gerrett Conover,508-627-1617,gcc@mvlandvest.com,21116,Landvest MV,508-627-3757,508-627-8617,info@landvest.com,41.378265,-70.53132
49,40143,"11 Hidden Cove Road, Oak Bluffs MA 02557","Revived, refurbished, and refreshed, this gem in Hidden Cove is a home for all seasons.  No detail was overlooked or corner cut during this owner’s thoughtful stewardship.  A spacious and open floor plan offers multiple seating areas, inside and out, with easy access to a large blue stone patio that overlooks the lush and private landscaped yard. The finished lower level provides additional living space, complete with a full bath and bedroom with a private exterior entrance. Water access on Sengekontacket and tennis courts, amenities of the Association, only enhance the central location, convenient to all down island towns.  The perfect place to call home.","11 Hidden Cove Road, Oak Bluffs MA 02557",Sengy,3,3,1795000,5,Oak Bluffs,2152,0.31,Single Family Residence,1992,2017,2022-09-26T12:58:48.773Z,Pending,Stove,"Tennis Court, Association Beach, Patio, Cov",Unfurnished,A welcomed surprise! Recently renovated,Yes,OFHA,,Plenty!,Septic Tank,Town,Katherine Donahue,203.988.1833,donahue@sandpiperrealty.com,31151,Sandpiper Realty,508-627-3737,508-627-7014,info@sandpiperrealty.com,41.416298,-70.576414
50,40142,"77 Cooke Street, Edgartown MA 02539","Here is the in-town getaway compound you've dreamed of: As your seasonal vacation spot.  Or as your year-round ""secondary primary"" home.  Perhaps as your rental income magnet, too.  Upgraded by successive owners, the property still honors the grace of the site's original 18th Century homestead, built for prominent Edgartown minister Joseph Thaxter.  In the spirit of historic Edgartown, the current owners of this meticulously maintained property have upgraded the landscaping to garden-tour levels and re-opened the streetfront vistas to the appreciation of neighbors and passersby.  The main house, built in 1970 and remodeled in 2004 by architect Pat Ahearn, features a lofty, open-concept great room with gourmet kitchen and wood-burning fireplace.  The 2018 dining room addition offers egress to a sunny little patio for morning coffee.  All four bedrooms -- two up, two down -- feature en suite baths and romantic gas fireplaces.  One downstairs suite directly accesses the rear patio via French doors.  Perfect for that right-out-of-bed dip in your 11x27 heated pool and spa.  The two upstairs bedrooms each have private decks for basking in the sunshine.  (The owner dubbed one suite ""the McCartney Suite.""  Ask me why.)  The Juliet balcony over the great room is a perfect spot for an office nook or for the children to spy on grownup conversations below.  In the walkout lower level:  Fully appointed studio quarters for the nanny, the caretaker or the collegian’s must-have hideaway.  The 2018 improvements include a detached carriage house, with a one-car garage, storage spaces and an extra laundry room on the lower level.  Above, a game room (or whatever you dream this bonus space to be) features a custom stone fireplace, wet bar and half bathroom.  At ground level, a brick outdoor fireplace faces poolside, for cozy gatherings in the chilly shoulder seasons.  You might never wish to leave home, but in case you do:  Dinner in town is near to your doorstep, as is the bike path to South Beach.  Included in the sale are the handsome furnishings -- darn near every convenience you could wish for, down to the lobster pot.  Just move in and savor.  NOTE: The quoted square footage (3607sf) combines the living areas of the main house, including finished basement area (2,791sf) and carriage house (816sf).","77 Cooke Street, Edgartown MA 02539",Downtown,5,6,6500000,5,Edgartown,3607,0.1921,Single Family Residence,1970,2018,2022-09-25T21:48:51.623Z,Active,Washer,"Garden, Patio, Deck, Private Pool, Hot Tub",Furnished,Fully appointed studio quarters with independent entrance,4 wood-burning; 4 gas-burning,GFHA,,1-car garage plus 2-3 outdoor spaces,Twn,Town,Shelley Christiansen,914-274-0024,schristiansen@donnellyandco.com,20928,Donnelly + Co,508-627-1022,,,41.389876,-70.517824
51,40153,"66 Forest Avenue, Oak Bluffs MA 02557","Charming Cape! Located on a quiet road in a well established neighborhood with a short drive to beaches, ferries, lagoon, hiking trails and fun Oak Bluffs activities! This classic cape offers an open layout featuring a living area, kitchen and dining area with glass sliding doors leading to an inviting mahogany deck and outdoor living space. There are two bedrooms upstairs and two bedrooms downstairs that each share a hall bathroom. 
Enjoy this adorable home year round, for seasonal use or as an investment rental property. The property is being offered turnkey with all contents and furnishings, subject to seller's list of exclusions. Strong rental income history.","66 Forest Avenue, Oak Bluffs MA 02557",Lagoon/Harbor,4,2,1299000,5,Oak Bluffs,1512,0.25,Single Family Residence,1989,2016,2022-09-28T21:49:31.847Z,Active Under Contract,Stove,"Deck, Garden, Public Beach",Furnished,Full,0,OFHW,,ample,Septic Tank,Town,Jennifer B. DaSilva,973.568.7093,jennifer.dasilva@compass.com,46804,Compass | Point B,508-627-4567,508-627-4567,wendy.harman@compass.com,41.440388,-70.58214
52,40218,"57 Curtis Lane, Edgartown MA 02539","Exciting opportunity to build your Vineyard dream home just ½ mile from Main Street in downtown Edgartown. This 31,798sf parcel meets R5 zoning regulations, offers a seven-bedroom potential with it’s preexisting town sewer stub according to wastewater dept., has room for a pool and has potential for a guest house in five years.","57 Curtis Lane, Edgartown MA 02539",Downtown,0,0,1200000,5,Edgartown,,0.73,Unimproved Land,,,2022-10-18T13:09:14.503Z,Pending,,,,,,,,,Twn,Town,Rose Ryley,508-737-7068,rose@sandpiperrealty.com,35343,Sandpiper Realty,508-627-3737,508-627-7014,info@sandpiperrealty.com,41.394849,-70.523051
53,39826,"3 Bernard Way, Edgartown MA 02539","Renovated in 2019, this sweet & petite cottage is located 2 blocks from Upper Main Street and just a short walk to all the activity of Edgartown Village.  Recently connected to the town sewer, this lot will now permit up to 4 bedrooms with plenty of room to expand on the lot.  A built-in pool would also be permitted. The cottage had a complete and total renovation throughout including all new plumbing and electrical.  The interior offers a bright and sunny open floor plan, bamboo floors, shiplap walls, new appliances and mini-split.  A spacious deck overlooks the backyard.  Excellent opportunity for anyone who wants to be walking distance to town on a quiet tucked-away cul-de-sac.","3 Bernard Way, Edgartown MA 02539",Downtown,2,1,1449000,5,Edgartown,589,0.2318,Single Family Residence,1962,2019,2022-07-03T14:24:19.907Z,Active,,"Public Beach, Deck",Furnished,,0,Other,,yes,Twn,Town,Amy Kurth,508-627-2693,Amy@mvhomesforsale.com,21017,Vineyard Real Estate,508-627-2693,508-693-9050,vineyardsoundre@aol.com,41.391456,-70.52726
54,39902,"27 Island Inn Road # 14D, Oak Bluffs MA 02557","1st Floor! Bright and Sunny 1 bedroom studio condo at the fabulous Island Inn Country Club Resort. A fabulous price point for property ownership on Martha's Vineyard with a bundle of amenities. This unit has a great feeling of space.  Higher level of upgrades include granite counters with under-mount sink. Upgraded Bathroom as well! Overlooking a lovely yard area and Farm Neck golf course beyond. Vacasa management is on site and makes the rental magic happen without any worry or stress 24/7. Plan your time for vacation and let the pros handle the rest. Housekeeping, picturesque grounds, a heated pool, bbq areas along with fire pits and children’s playground. Pet friendly if you so choose. Onsite tennis courts, along with shared washers and dryers, function rooms and so many more amenities. A short walk to the beautiful sandy beaches, bike paths, kayaking, fishing, golf, freshest seafood and nearby restaurant is the short list of all the fun and beauty this opportunity provides. A carefree lifestyle with benefits!","27 Island Inn Road # 14D, Oak Bluffs MA 02557",State Beach,1,1,249000,5,Oak Bluffs,330,0,Condominium,1979,,2022-07-20T14:15:59.287Z,Active,Stove,"Tennis Court, Cov, Porch, Public Beach, Community Pool",Furnished,Yes,,Heat Pump,,Yes Plentiful,Septic Tank,Town,Martha Smith,508-328-6555,islandmvrealestate@gmail.com,20957,Jane Brown Assoc.,508-627-4741,508-627-7756,info@jbrownassociates.com,41.440425,-70.557646
55,39565,"26 North Summer Street, Edgartown MA 02539","Located in the heart of historic downtown Edgartown on a prime commercial street lies this beautiful 1820’s Colonial building on nearly 15,000 sq. ft. of property. Patrick Ahearn’s office was retained to permit for renovations to the main residence and guest house, as well as a new pool and pool house. This property offers the rare opportunity to create a substantial in-town compound with matter of right permitting. Alternatively, this property has tremendous potential to offer the many usages allowed in the Edgartown B1 district and could provide a wonderful mix of retail, office and residential uses. There is substantial frontage on North Summer Street just a half block from Main Street. In addition, the rear of the property fronts the entire rear length of the town parking area that also offers entrances to a number of commercial businesses, including Espresso Love, 19 Raw / 19 Prime, Juniper and the Edgartown Cinemas. Please call to preview this unique opportunity.","26 North Summer Street, Edgartown MA 02539",Downtown,8,5.5,3950000,5,Edgartown,4360,0.33,Single Family Residence,1828,,2022-05-03T12:46:28.800Z,Active,Stove,"Deck, Patio, Public Beach",Unfurnished,,Yes - 6,OFHW,,Yes-Paved Driveway,Twn,Town,Gerrett Conover,508-627-1617,gcc@mvlandvest.com,21116,Landvest MV,508-627-3757,508-627-8617,info@landvest.com,41.390591,-70.513733
56,39569,"3A Magnolia Way, Edgartown MA 02539","You'll love the carefree luxury living at Fairway Village, a small distinctive enclave of luxury condominiums set on 1.51 acres located close to town and the harbor. A thoughtfully designed residence built with exquisite craftsmanship, crown molding, central air conditioning, heart pine flooring, and custom details throughout. This home offers four bedrooms, three full baths, two half baths, 10-foot ceilings, and a well-equipped chef's kitchen. Two of the bedrooms are private suites with a full bath, one on each floor; there is also a fully finished basement with a laundry room and half bath (approx. 1,000 square feet of additional living space, not included in square footage noted herein). Fairway Village offers a convenient location with easy access to the bike path. Total privacy abutting the nicely wooded backside of the Edgartown Golf Club. Being sold furnished except for some personal items.","3A Magnolia Way, Edgartown MA 02539",Downtown,4,4,2295000,5,Edgartown,2150,0,Condominium,2007,,2022-05-04T11:27:57.937Z,Pending,Washer,"Public Beach, Cov, Patio",Furnished,There is a fully finished basement with a half bath,Yes,GFHA,,Yes,Twn,Town,Emma Kennedy,508-878-2025,emmakennedy@sandpiperrealty.com,20945,Sandpiper Realty,508-627-3737,508-627-7014,info@sandpiperrealty.com,41.394793,-70.52661
